shipment_id,order_date,supplier_id,route_id,product_category,order_value,weight_kg,expected_days,actual_days,delay_days,is_delayed,weather_risk,port_congestion,supplier_issue,demand_spike,transport_mode
588,2023-07-15,12,6,Textile,9244.18,3348.5,6,8,2,1,0,0,0,1,Road
589,2023-07-16,16,10,Electronics,138246.87,4217.4,13,13,0,0,0,0,0,0,Air
590,2023-07-16,27,13,Textile,128240.46,3654.5,13,20,7,1,0,1,1,0,Road
591,2023-07-16,19,11,Raw Material,137117.94,4333.3,23,24,1,1,1,0,0,0,Road
592,2023-07-17,2,15,Packaging,42763.1,3292.7,14,14,0,0,0,0,0,0,Rail
593,2023-07-17,30,14,Packaging,45301.39,1618.3,2,2,0,0,0,0,0,0,Road
594,2023-07-17,6,12,Electronics,99157.74,3866.6,23,23,0,0,0,0,0,0,Road
595,2023-07-18,16,1,Electronics,95160.92,1142.1,8,10,2,1,0,0,0,1,Sea
596,2023-07-18,24,1,Raw Material,7981.14,4683.4,8,9,1,1,0,0,1,0,Sea
597,2023-07-18,22,11,Textile,156643.99,4676.3,23,32,9,1,1,1,0,1,Road
598,2023-07-19,3,8,Textile,70577.14,4561.7,17,17,0,0,0,0,0,0,Sea
599,2023-07-19,28,6,Raw Material,24948.23,4664.4,6,10,4,1,1,0,0,1,Road
600,2023-07-19,21,7,Packaging,165134.09,1412.7,7,7,0,0,0,0,0,0,Rail
601,2023-07-20,21,15,Packaging,81616.99,3002.7,14,14,0,0,0,0,0,0,Rail
602,2023-07-20,29,5,Packaging,164551.29,131.7,13,16,3,1,0,0,1,0,Rail
603,2023-07-20,5,4,Textile,41506.87,3531.9,21,21,0,0,0,0,0,0,Road
604,2023-07-21,11,14,Electronics,173132.02,2715.6,2,2,0,0,0,0,0,0,Road
605,2023-07-21,14,10,Raw Material,123387.13,1731.4,13,15,2,1,0,1,0,0,Air
606,2023-07-21,29,6,Packaging,83961.83,2565.5,6,13,7,1,1,0,1,1,Road
607,2023-07-22,14,12,Packaging,76885.66,3929.2,23,23,0,0,0,0,0,0,Road
608,2023-07-22,7,5,Raw Material,26828.23,4982.4,13,13,0,0,0,0,0,0,Rail
609,2023-07-22,2,3,Electronics,74213.37,3623.9,6,6,0,0,0,0,0,0,Road
610,2023-07-23,16,9,Electronics,145177.83,1683.0,10,10,0,0,0,0,0,0,Road
611,2023-07-23,24,4,Electronics,152152.65,261.2,21,22,1,1,0,0,1,0,Road
612,2023-07-23,22,3,Electronics,146286.78,1392.8,6,6,0,0,0,0,0,0,Road
613,2023-07-24,19,10,Electronics,157977.14,3120.2,13,17,4,1,1,0,0,0,Air
614,2023-07-24,19,10,Electronics,22877.06,3783.0,13,13,0,0,0,0,0,0,Air
615,2023-07-24,26,11,Packaging,61316.43,2890.7,23,32,9,1,1,1,0,0,Road
616,2023-07-25,1,5,Packaging,63461.77,1072.8,13,13,0,0,0,0,0,0,Rail
617,2023-07-25,27,15,Electronics,78886.25,2224.7,14,17,3,1,0,0,1,0,Rail
618,2023-07-25,4,2,Textile,166129.01,2066.4,16,19,3,1,1,0,0,0,Air
619,2023-07-26,4,3,Textile,102157.33,4433.2,6,6,0,0,0,0,0,0,Road
620,2023-07-26,7,7,Electronics,135823.03,3510.3,7,9,2,1,0,0,0,1,Rail
621,2023-07-26,23,4,Raw Material,174499.72,293.6,21,21,0,0,0,0,0,0,Road
622,2023-07-27,12,5,Textile,27504.77,1055.5,13,13,0,0,0,0,0,0,Rail
623,2023-07-27,2,1,Electronics,145621.16,367.5,8,8,0,0,0,0,0,0,Sea
624,2023-07-27,2,1,Electronics,109792.23,3795.1,8,8,0,0,0,0,0,0,Sea
625,2023-07-28,29,9,Raw Material,156476.58,1145.3,10,12,2,1,0,0,1,0,Road
626,2023-07-28,18,12,Electronics,127023.71,1519.7,23,24,1,1,0,0,1,0,Road
627,2023-07-28,30,7,Electronics,118383.6,4553.2,7,7,0,0,0,0,0,0,Rail
628,2023-07-29,25,15,Packaging,25336.49,1998.1,14,14,0,0,0,0,0,0,Rail
629,2023-07-29,11,15,Packaging,150825.3,4898.3,14,18,4,1,0,1,0,0,Rail
630,2023-07-29,5,11,Textile,162047.34,1423.8,23,23,0,0,0,0,0,0,Road
631,2023-07-30,11,3,Raw Material,48810.97,1159.1,6,13,7,1,0,1,0,0,Road
632,2023-07-30,23,6,Packaging,120804.26,4188.9,6,6,0,0,0,0,0,0,Road
633,2023-07-30,27,11,Textile,18506.26,4709.4,23,25,2,1,0,0,1,0,Road
634,2023-07-31,19,2,Textile,36763.62,4631.6,16,16,0,0,0,0,0,0,Air
635,2023-07-31,3,4,Packaging,128422.02,3500.0,21,21,0,0,0,0,0,0,Road
636,2023-07-31,12,15,Textile,98018.66,744.0,14,19,5,1,0,1,0,0,Rail
637,2023-08-01,11,3,Electronics,150566.5,240.3,6,7,1,1,1,0,0,0,Road
638,2023-08-01,10,3,Textile,42639.53,4710.8,6,6,0,0,0,0,0,0,Road
639,2023-08-01,8,13,Textile,193425.15,1406.2,13,15,2,1,0,0,1,0,Road
640,2023-08-02,30,9,Electronics,37967.56,1955.3,10,11,1,1,1,0,0,0,Road
641,2023-08-02,12,2,Electronics,70369.78,3236.5,16,16,0,0,0,0,0,0,Air
642,2023-08-02,18,13,Packaging,126128.58,3506.0,13,16,3,1,0,0,1,0,Road
643,2023-08-03,13,1,Electronics,23983.8,1552.4,8,8,0,0,0,0,0,0,Sea
644,2023-08-03,20,14,Raw Material,199272.37,2726.1,2,5,3,1,0,1,0,0,Road
645,2023-08-03,27,4,Textile,18315.65,3934.6,21,23,2,1,0,0,1,0,Road
646,2023-08-04,21,2,Electronics,143324.17,2575.5,16,18,2,1,1,0,0,0,Air
647,2023-08-04,18,5,Electronics,40284.11,942.7,13,16,3,1,0,0,1,0,Rail
648,2023-08-04,30,12,Raw Material,98379.49,3436.7,23,26,3,1,1,0,0,1,Road
649,2023-08-05,3,4,Textile,92766.0,4859.9,21,21,0,0,0,0,0,0,Road
650,2023-08-05,13,3,Raw Material,119175.15,323.8,6,6,0,0,0,0,0,0,Road
651,2023-08-05,3,14,Packaging,112575.63,3615.5,2,2,0,0,0,0,0,0,Road
652,2023-08-06,19,14,Raw Material,10343.89,2653.6,2,2,0,0,0,0,0,0,Road
653,2023-08-06,9,8,Packaging,117247.43,4764.7,17,17,0,0,0,0,0,0,Sea
654,2023-08-06,3,4,Raw Material,163355.81,912.2,21,21,0,0,0,0,0,0,Road
655,2023-08-07,7,12,Textile,94222.5,3089.7,23,23,0,0,0,0,0,0,Road
656,2023-08-07,16,2,Electronics,33737.5,1776.7,16,16,0,0,0,0,0,0,Air
657,2023-08-07,16,14,Textile,14960.33,2669.9,2,2,0,0,0,0,0,0,Road
658,2023-08-08,26,9,Textile,67045.6,2591.0,10,12,2,1,0,0,0,1,Road
659,2023-08-08,10,14,Textile,169694.59,3618.9,2,5,3,1,1,0,0,0,Road
660,2023-08-08,15,14,Raw Material,109070.76,405.0,2,4,2,1,1,0,0,1,Road
661,2023-08-09,8,12,Electronics,144527.91,315.9,23,31,8,1,0,1,1,0,Road
662,2023-08-09,7,6,Raw Material,179579.82,3281.6,6,8,2,1,1,0,0,0,Road
663,2023-08-09,12,1,Electronics,140478.42,986.9,8,8,0,0,0,0,0,0,Sea
664,2023-08-10,21,15,Packaging,180517.98,3284.0,14,14,0,0,0,0,0,0,Rail
665,2023-08-10,14,1,Electronics,184108.47,453.9,8,9,1,1,1,0,0,0,Sea
666,2023-08-10,14,6,Electronics,179728.06,3490.4,6,6,0,0,0,0,0,0,Road
667,2023-08-11,13,10,Textile,130534.25,3938.6,13,13,0,0,0,0,0,0,Air
668,2023-08-11,14,10,Packaging,59658.6,4448.5,13,13,0,0,0,0,0,0,Air
669,2023-08-11,29,6,Electronics,121410.83,3037.2,6,17,11,1,1,1,1,0,Road
670,2023-08-12,20,3,Packaging,146566.1,4609.3,6,6,0,0,0,0,0,0,Road
671,2023-08-12,28,5,Raw Material,39493.94,4330.2,13,13,0,0,0,0,0,0,Rail
672,2023-08-12,3,10,Packaging,30222.55,1703.4,13,13,0,0,0,0,0,0,Air
673,2023-08-13,28,7,Raw Material,8376.04,426.7,7,11,4,1,0,1,0,0,Rail
674,2023-08-13,17,12,Packaging,126488.08,1672.4,23,26,3,1,1,0,0,1,Road
675,2023-08-13,3,5,Raw Material,187689.27,3435.6,13,13,0,0,0,0,0,0,Rail
676,2023-08-14,7,5,Textile,45865.36,4264.4,13,19,6,1,1,0,0,1,Rail
677,2023-08-14,1,9,Raw Material,8687.79,4875.5,10,11,1,1,1,0,0,0,Road
678,2023-08-14,4,8,Raw Material,191601.28,1276.6,17,17,0,0,0,0,0,0,Sea
679,2023-08-15,6,13,Raw Material,35096.8,2269.3,13,20,7,1,1,1,0,0,Road
680,2023-08-15,2,9,Raw Material,151648.5,3772.7,10,12,2,1,0,0,0,1,Road
681,2023-08-15,15,7,Raw Material,48792.89,2083.0,7,7,0,0,0,0,0,0,Rail
682,2023-08-16,15,2,Textile,106136.83,4976.4,16,16,0,0,0,0,0,0,Air
683,2023-08-16,23,2,Electronics,198810.47,4779.2,16,17,1,1,1,0,0,0,Air
684,2023-08-16,14,2,Packaging,10561.54,3744.8,16,16,0,0,0,0,0,0,Air
685,2023-08-17,17,7,Electronics,183663.43,889.3,7,7,0,0,0,0,0,0,Rail
686,2023-08-17,1,3,Raw Material,66941.32,4104.4,6,9,3,1,1,0,0,1,Road
687,2023-08-17,8,4,Packaging,147530.86,4233.6,21,24,3,1,0,0,1,0,Road
688,2023-08-18,13,5,Packaging,84131.01,2740.8,13,13,0,0,0,0,0,0,Rail
689,2023-08-18,11,9,Textile,122437.01,3398.8,10,10,0,0,0,0,0,0,Road
690,2023-08-18,28,8,Packaging,46157.01,4079.6,17,24,7,1,0,1,0,0,Sea
691,2023-08-19,13,2,Electronics,67792.96,197.9,16,16,0,0,0,0,0,0,Air
692,2023-08-19,17,9,Raw Material,10652.03,2893.1,10,10,0,0,0,0,0,0,Road
693,2023-08-19,22,1,Raw Material,130904.5,2665.0,8,8,0,0,0,0,0,0,Sea
694,2023-08-20,29,1,Packaging,134503.72,411.4,8,15,7,1,0,1,1,0,Sea
695,2023-08-20,29,12,Raw Material,125264.03,1354.5,23,27,4,1,0,0,1,1,Road
696,2023-08-20,22,10,Packaging,53006.12,4992.5,13,17,4,1,0,1,0,1,Air
697,2023-08-21,9,11,Electronics,95808.72,2745.6,23,24,1,1,0,0,0,1,Road
698,2023-08-21,16,11,Packaging,32021.44,1999.4,23,23,0,0,0,0,0,0,Road
699,2023-08-21,14,15,Textile,75058.58,3577.8,14,14,0,0,0,0,0,0,Rail
700,2023-08-22,6,7,Electronics,122239.45,3218.7,7,7,0,0,0,0,0,0,Rail
701,2023-08-22,10,7,Textile,6126.89,3633.5,7,7,0,0,0,0,0,0,Rail
702,2023-08-22,7,14,Electronics,164792.65,1873.2,2,2,0,0,0,0,0,0,Road
703,2023-08-23,23,14,Packaging,21985.08,51.4,2,3,1,1,1,0,0,0,Road
704,2023-08-23,10,12,Textile,153629.39,1196.8,23,27,4,1,1,0,0,1,Road
705,2023-08-23,19,11,Textile,86420.0,2618.8,23,24,1,1,1,0,0,0,Road
706,2023-08-24,19,8,Textile,118695.8,1785.5,17,17,0,0,0,0,0,0,Sea
707,2023-08-24,28,11,Packaging,186936.96,816.5,23,29,6,1,1,1,0,0,Road
708,2023-08-24,4,5,Textile,141127.37,1947.2,13,16,3,1,0,1,0,1,Rail
709,2023-08-25,22,8,Textile,7945.24,2621.3,17,19,2,1,1,0,0,1,Sea
710,2023-08-25,20,2,Textile,180950.68,2516.8,16,16,0,0,0,0,0,0,Air
711,2023-08-25,24,15,Raw Material,183058.81,80.1,14,17,3,1,0,0,1,1,Rail
712,2023-08-26,30,13,Textile,10103.79,3768.6,13,17,4,1,0,1,0,0,Road
713,2023-08-26,18,5,Textile,114287.49,4912.2,13,14,1,1,0,0,1,0,Rail
714,2023-08-26,27,11,Textile,143419.31,3740.3,23,34,11,1,1,1,1,0,Road
715,2023-08-27,3,15,Packaging,55748.98,2289.1,14,15,1,1,1,0,0,0,Rail
716,2023-08-27,16,8,Packaging,96071.27,1325.4,17,24,7,1,0,1,0,0,Sea
717,2023-08-27,27,11,Electronics,76529.47,3122.6,23,27,4,1,1,0,1,0,Road
718,2023-08-28,16,1,Textile,197159.3,3716.4,8,12,4,1,1,0,0,0,Sea
719,2023-08-28,9,11,Textile,186065.07,3151.6,23,23,0,0,0,0,0,0,Road
720,2023-08-28,13,12,Textile,174752.24,3308.5,23,25,2,1,0,0,0,1,Road
721,2023-08-29,18,3,Raw Material,176317.36,3410.4,6,10,4,1,0,0,1,1,Road
722,2023-08-29,28,3,Electronics,162235.25,2965.3,6,6,0,0,0,0,0,0,Road
723,2023-08-29,9,5,Electronics,16660.25,3415.5,13,15,2,1,0,0,0,1,Rail
724,2023-08-30,29,8,Raw Material,29285.74,2468.7,17,19,2,1,0,0,1,0,Sea
725,2023-08-30,14,11,Raw Material,121240.64,438.4,23,23,0,0,0,0,0,0,Road
726,2023-08-30,14,11,Textile,134166.67,4113.2,23,23,0,0,0,0,0,0,Road
727,2023-08-31,1,9,Textile,64889.13,653.5,10,10,0,0,0,0,0,0,Road
728,2023-08-31,5,1,Electronics,48013.66,2637.3,8,8,0,0,0,0,0,0,Sea
729,2023-08-31,11,4,Electronics,170702.07,967.8,21,21,0,0,0,0,0,0,Road
730,2023-09-01,22,6,Packaging,110308.12,2660.0,6,6,0,0,0,0,0,0,Road
731,2023-09-01,11,10,Electronics,43412.19,166.0,13,13,0,0,0,0,0,0,Air
732,2023-09-01,14,8,Packaging,38943.5,4664.1,17,17,0,0,0,0,0,0,Sea
733,2023-09-02,7,12,Packaging,7749.98,3124.4,23,23,0,0,0,0,0,0,Road
734,2023-09-02,2,1,Textile,58653.87,4621.9,8,12,4,1,1,0,0,0,Sea
735,2023-09-02,20,9,Electronics,181594.27,4822.0,10,10,0,0,0,0,0,0,Road
736,2023-09-03,9,12,Raw Material,139931.28,1639.7,23,23,0,0,0,0,0,0,Road
737,2023-09-03,29,9,Textile,161613.55,2832.5,10,13,3,1,0,0,1,0,Road
738,2023-09-03,5,8,Packaging,52592.18,2924.9,17,17,0,0,0,0,0,0,Sea
739,2023-09-04,30,3,Textile,71616.51,2675.1,6,6,0,0,0,0,0,0,Road
740,2023-09-04,15,7,Raw Material,186219.78,4662.7,7,9,2,1,0,0,0,1,Rail
741,2023-09-04,28,3,Raw Material,49713.36,2893.2,6,7,1,1,0,0,0,1,Road
742,2023-09-05,5,9,Electronics,163379.33,3531.3,10,15,5,1,0,1,0,0,Road
743,2023-09-05,16,6,Electronics,147955.4,1868.2,6,6,0,0,0,0,0,0,Road
744,2023-09-05,22,15,Packaging,91119.44,176.6,14,17,3,1,1,0,0,1,Rail
745,2023-09-06,8,6,Electronics,8311.65,1716.8,6,10,4,1,1,0,1,0,Road
746,2023-09-06,18,10,Textile,15612.44,745.1,13,18,5,1,0,1,1,0,Air
747,2023-09-06,22,5,Raw Material,11538.62,2237.7,13,13,0,0,0,0,0,0,Rail
748,2023-09-07,15,12,Electronics,73194.4,1915.1,23,23,0,0,0,0,0,0,Road
749,2023-09-07,3,7,Electronics,79442.87,3367.4,7,10,3,1,0,1,0,0,Rail
750,2023-09-07,17,15,Electronics,135595.0,3529.9,14,14,0,0,0,0,0,0,Rail
751,2023-09-08,9,10,Electronics,80953.06,2974.7,13,15,2,1,1,0,0,0,Air
752,2023-09-08,13,13,Packaging,29327.76,3015.2,13,13,0,0,0,0,0,0,Road
753,2023-09-08,30,9,Textile,61464.85,713.7,10,14,4,1,1,0,0,0,Road
754,2023-09-09,4,15,Electronics,21418.33,4987.8,14,14,0,0,0,0,0,0,Rail
755,2023-09-09,15,15,Textile,165311.04,4520.4,14,14,0,0,0,0,0,0,Rail
756,2023-09-09,8,5,Packaging,50422.66,2397.7,13,15,2,1,0,0,1,0,Rail
757,2023-09-10,26,8,Raw Material,18302.63,4698.8,17,17,0,0,0,0,0,0,Sea
758,2023-09-10,3,2,Raw Material,89946.75,2956.8,16,23,7,1,0,1,0,1,Air
759,2023-09-10,20,15,Textile,25051.05,3863.2,14,16,2,1,1,0,0,0,Rail
760,2023-09-11,6,14,Electronics,11773.71,3487.2,2,3,1,1,1,0,0,0,Road
761,2023-09-11,25,11,Packaging,33168.25,4409.3,23,23,0,0,0,0,0,0,Road
762,2023-09-11,22,10,Electronics,29539.39,2747.7,13,13,0,0,0,0,0,0,Air
763,2023-09-12,10,1,Packaging,162339.22,2799.5,8,10,2,1,0,0,0,1,Sea
764,2023-09-12,29,5,Packaging,93908.54,3912.9,13,26,13,1,1,1,1,1,Rail
765,2023-09-12,7,9,Raw Material,179132.87,3808.6,10,10,0,0,0,0,0,0,Road
766,2023-09-13,25,14,Raw Material,14162.49,3881.5,2,2,0,0,0,0,0,0,Road
767,2023-09-13,5,4,Textile,14225.69,2951.2,21,24,3,1,0,1,0,0,Road
768,2023-09-13,3,2,Textile,146110.33,697.7,16,16,0,0,0,0,0,0,Air
769,2023-09-14,18,5,Electronics,144348.31,4229.6,13,15,2,1,0,0,1,0,Rail
770,2023-09-14,29,1,Electronics,52897.89,2144.6,8,10,2,1,0,0,1,0,Sea
771,2023-09-14,14,14,Packaging,49434.61,3561.1,2,2,0,0,0,0,0,0,Road
772,2023-09-15,7,7,Textile,142578.43,3674.2,7,11,4,1,1,1,0,0,Rail
773,2023-09-15,16,12,Packaging,134883.92,3200.1,23,23,0,0,0,0,0,0,Road
774,2023-09-15,14,10,Textile,18514.7,1995.9,13,13,0,0,0,0,0,0,Air
775,2023-09-16,1,4,Textile,45943.25,4490.0,21,21,0,0,0,0,0,0,Road
776,2023-09-16,5,11,Packaging,22491.99,210.0,23,23,0,0,0,0,0,0,Road
777,2023-09-16,9,5,Textile,68041.38,2954.7,13,13,0,0,0,0,0,0,Rail
778,2023-09-17,14,15,Packaging,186309.41,4960.5,14,14,0,0,0,0,0,0,Rail
779,2023-09-17,24,6,Textile,189342.36,2132.1,6,9,3,1,0,0,1,0,Road
780,2023-09-17,6,6,Textile,101855.37,2335.5,6,6,0,0,0,0,0,0,Road
781,2023-09-18,13,15,Textile,60486.11,3412.2,14,18,4,1,0,1,0,0,Rail
782,2023-09-18,23,12,Packaging,37204.64,308.8,23,29,6,1,0,1,0,1,Road
783,2023-09-18,2,11,Electronics,199092.53,2743.6,23,24,1,1,1,0,0,0,Road
784,2023-09-19,3,5,Electronics,53345.8,2189.8,13,19,6,1,0,1,0,0,Rail
785,2023-09-19,6,6,Raw Material,123187.49,2588.7,6,6,0,0,0,0,0,0,Road
786,2023-09-19,18,2,Packaging,41004.38,3936.3,16,17,1,1,0,0,1,0,Air
787,2023-09-20,24,11,Textile,7823.54,4048.7,23,25,2,1,0,0,1,0,Road
788,2023-09-20,19,7,Raw Material,23606.32,141.3,7,7,0,0,0,0,0,0,Rail
789,2023-09-20,9,11,Raw Material,187819.17,777.8,23,23,0,0,0,0,0,0,Road
790,2023-09-21,7,5,Packaging,124446.89,2335.0,13,14,1,1,0,0,0,1,Rail
791,2023-09-21,14,9,Textile,90211.39,1096.4,10,11,1,1,0,0,0,1,Road
792,2023-09-21,26,10,Electronics,144577.0,2631.3,13,13,0,0,0,0,0,0,Air
793,2023-09-22,24,11,Textile,175459.19,490.1,23,24,1,1,0,0,1,0,Road
794,2023-09-22,30,12,Textile,196447.69,2125.6,23,23,0,0,0,0,0,0,Road
795,2023-09-22,10,5,Packaging,87997.12,1475.1,13,13,0,0,0,0,0,0,Rail
796,2023-09-23,24,6,Packaging,111312.97,2554.0,6,8,2,1,0,0,1,0,Road
797,2023-09-23,23,11,Raw Material,140154.87,291.8,23,23,0,0,0,0,0,0,Road
798,2023-09-23,24,13,Packaging,100849.21,4791.9,13,17,4,1,0,0,1,1,Road
799,2023-09-24,23,5,Electronics,35924.58,732.5,13,15,2,1,1,0,0,0,Rail
800,2023-09-24,4,3,Textile,95688.86,291.7,6,6,0,0,0,0,0,0,Road
801,2023-09-24,30,5,Electronics,133348.63,537.9,13,13,0,0,0,0,0,0,Rail
802,2023-09-25,19,5,Packaging,75102.18,1019.6,13,15,2,1,1,0,0,0,Rail
803,2023-09-25,10,15,Textile,53697.92,53.0,14,16,2,1,0,0,0,1,Rail
804,2023-09-25,24,8,Textile,126102.66,4766.9,17,31,14,1,1,1,1,1,Sea
805,2023-09-26,24,2,Electronics,76652.99,3484.1,16,17,1,1,0,0,1,0,Air
806,2023-09-26,8,11,Packaging,151115.97,2479.2,23,25,2,1,0,0,1,0,Road
807,2023-09-26,21,4,Raw Material,132596.21,4677.9,21,21,0,0,0,0,0,0,Road
808,2023-09-27,21,1,Textile,140947.33,4716.6,8,11,3,1,1,0,0,0,Sea
809,2023-09-27,1,12,Packaging,14071.89,3262.0,23,23,0,0,0,0,0,0,Road
810,2023-09-27,3,3,Raw Material,134916.26,4948.7,6,6,0,0,0,0,0,0,Road
811,2023-09-28,18,3,Packaging,20066.69,2247.0,6,8,2,1,0,0,1,0,Road
812,2023-09-28,4,3,Packaging,162844.04,4009.6,6,13,7,1,0,1,0,0,Road
813,2023-09-28,2,14,Packaging,181482.2,1581.8,2,2,0,0,0,0,0,0,Road
814,2023-09-29,29,1,Raw Material,72309.78,2588.4,8,11,3,1,0,0,1,0,Sea
815,2023-09-29,20,12,Packaging,149828.1,22.5,23,25,2,1,0,0,0,1,Road
816,2023-09-29,26,5,Textile,136457.63,714.9,13,13,0,0,0,0,0,0,Rail
817,2023-09-30,3,6,Electronics,33772.63,4110.7,6,6,0,0,0,0,0,0,Road
818,2023-09-30,1,5,Raw Material,55304.11,938.5,13,13,0,0,0,0,0,0,Rail
819,2023-09-30,2,8,Textile,128832.48,2243.1,17,17,0,0,0,0,0,0,Sea
820,2023-10-01,29,4,Electronics,94827.68,939.0,21,22,1,1,0,0,1,0,Road
821,2023-10-01,11,3,Textile,171419.21,1893.2,6,7,1,1,1,0,0,0,Road
822,2023-10-01,6,1,Packaging,83080.41,2339.3,8,8,0,0,0,0,0,0,Sea
823,2023-10-02,12,7,Textile,39190.17,339.3,7,7,0,0,0,0,0,0,Rail
824,2023-10-02,13,4,Packaging,95447.55,150.5,21,21,0,0,0,0,0,0,Road
825,2023-10-02,2,4,Raw Material,38008.17,937.4,21,21,0,0,0,0,0,0,Road
826,2023-10-03,25,13,Raw Material,101882.04,3625.5,13,18,5,1,0,1,0,0,Road
827,2023-10-03,28,8,Electronics,161569.7,1778.6,17,17,0,0,0,0,0,0,Sea
828,2023-10-03,1,2,Textile,133679.14,857.5,16,19,3,1,1,0,0,0,Air
829,2023-10-04,24,14,Packaging,95505.96,1909.7,2,4,2,1,0,0,1,0,Road
830,2023-10-04,28,5,Raw Material,141579.63,3062.0,13,13,0,0,0,0,0,0,Rail
831,2023-10-04,2,1,Packaging,32560.66,4791.0,8,15,7,1,0,1,0,0,Sea
832,2023-10-05,24,4,Packaging,101111.3,3868.2,21,27,6,1,1,0,1,0,Road
833,2023-10-05,20,10,Raw Material,69372.83,3930.2,13,13,0,0,0,0,0,0,Air
834,2023-10-05,17,13,Textile,171318.43,1999.6,13,18,5,1,0,1,0,0,Road
835,2023-10-06,25,10,Raw Material,132965.04,2581.6,13,19,6,1,0,1,0,0,Air
836,2023-10-06,3,3,Raw Material,133903.48,4825.3,6,7,1,1,0,0,0,1,Road
837,2023-10-06,29,8,Textile,77082.65,2956.7,17,24,7,1,1,0,1,0,Sea
838,2023-10-07,26,4,Raw Material,65110.24,278.5,21,24,3,1,0,1,0,0,Road
839,2023-10-07,20,12,Electronics,163644.5,3825.0,23,24,1,1,0,0,0,1,Road
840,2023-10-07,17,7,Textile,157412.42,4599.9,7,7,0,0,0,0,0,0,Rail
841,2023-10-08,28,10,Electronics,16589.13,1712.4,13,15,2,1,0,0,0,1,Air
842,2023-10-08,6,7,Electronics,42599.53,1136.0,7,13,6,1,1,0,0,1,Rail
843,2023-10-08,10,5,Textile,79950.42,448.2,13,13,0,0,0,0,0,0,Rail
844,2023-10-09,5,14,Packaging,125897.82,2424.0,2,3,1,1,1,0,0,0,Road
845,2023-10-09,12,14,Textile,5306.41,3551.5,2,3,1,1,1,0,0,0,Road
846,2023-10-09,17,3,Raw Material,80321.46,2210.3,6,10,4,1,1,0,0,1,Road
847,2023-10-10,7,2,Raw Material,188993.01,4760.2,16,16,0,0,0,0,0,0,Air
848,2023-10-10,2,2,Electronics,199363.94,2003.3,16,16,0,0,0,0,0,0,Air
849,2023-10-10,23,2,Textile,117138.45,163.4,16,18,2,1,1,0,0,0,Air
850,2023-10-11,20,14,Electronics,182583.46,1956.5,2,4,2,1,0,0,0,1,Road
851,2023-10-11,24,10,Electronics,185403.42,2161.0,13,18,5,1,0,1,1,0,Air
852,2023-10-11,15,4,Packaging,41233.51,842.8,21,21,0,0,0,0,0,0,Road
853,2023-10-12,24,1,Electronics,92636.88,3508.7,8,11,3,1,0,0,1,0,Sea
854,2023-10-12,8,10,Textile,156765.91,213.1,13,21,8,1,1,0,1,1,Air
855,2023-10-12,10,4,Textile,18670.45,1941.4,21,23,2,1,1,0,0,1,Road
856,2023-10-13,22,3,Electronics,178009.61,600.7,6,6,0,0,0,0,0,0,Road
857,2023-10-13,8,11,Electronics,79912.95,1763.9,23,24,1,1,0,0,1,0,Road
858,2023-10-13,7,6,Raw Material,191737.17,1686.7,6,6,0,0,0,0,0,0,Road
859,2023-10-14,12,4,Electronics,166401.13,3127.1,21,21,0,0,0,0,0,0,Road
860,2023-10-14,29,11,Packaging,185694.7,1692.4,23,25,2,1,0,0,1,0,Road
861,2023-10-14,11,8,Raw Material,158189.65,3059.7,17,21,4,1,1,0,0,0,Sea
862,2023-10-15,4,14,Textile,40626.49,4125.3,2,2,0,0,0,0,0,0,Road
863,2023-10-15,30,10,Packaging,55026.46,4345.8,13,13,0,0,0,0,0,0,Air
864,2023-10-15,21,3,Electronics,54136.63,2832.9,6,6,0,0,0,0,0,0,Road
865,2023-10-16,12,11,Packaging,158463.57,2797.9,23,23,0,0,0,0,0,0,Road
866,2023-10-16,4,9,Raw Material,106183.19,3397.3,10,10,0,0,0,0,0,0,Road
867,2023-10-16,30,13,Packaging,172665.39,4138.2,13,13,0,0,0,0,0,0,Road
868,2023-10-17,28,4,Textile,112413.33,731.2,21,22,1,1,0,0,0,1,Road
869,2023-10-17,6,5,Textile,143926.86,548.1,13,15,2,1,0,0,0,1,Rail
870,2023-10-17,12,9,Packaging,83802.82,3779.4,10,10,0,0,0,0,0,0,Road
871,2023-10-18,19,11,Raw Material,188054.43,2884.7,23,23,0,0,0,0,0,0,Road
872,2023-10-18,3,5,Textile,133843.02,1593.5,13,13,0,0,0,0,0,0,Rail
873,2023-10-18,20,8,Packaging,148653.11,2212.2,17,17,0,0,0,0,0,0,Sea
874,2023-10-19,30,4,Electronics,198483.19,2217.2,21,21,0,0,0,0,0,0,Road
875,2023-10-19,25,5,Electronics,146754.11,1398.9,13,18,5,1,0,1,0,0,Rail
876,2023-10-19,24,14,Raw Material,173792.41,3292.8,2,5,3,1,0,0,1,1,Road
877,2023-10-20,30,11,Raw Material,100377.1,924.4,23,23,0,0,0,0,0,0,Road
878,2023-10-20,4,6,Raw Material,24884.66,4676.6,6,6,0,0,0,0,0,0,Road
879,2023-10-20,9,8,Electronics,184669.41,3699.6,17,17,0,0,0,0,0,0,Sea
880,2023-10-21,27,13,Raw Material,140583.9,216.1,13,17,4,1,1,0,1,0,Road
881,2023-10-21,5,12,Electronics,85437.81,3925.4,23,23,0,0,0,0,0,0,Road
882,2023-10-21,1,7,Electronics,21924.26,3138.5,7,7,0,0,0,0,0,0,Rail
